id_utilisateur,id_utilisateur,id_utilisateur,question,reponse,image,interval,ease,next_review
458,14,1,2 propriétés des matrices inversibles,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767939.png,0,2.5,0
1089,54,1,2 propriétés des matrices inversibles,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767939.png,0,2.5,0
161,12,1,2 propriétés des morphismes de groupes,"1. f(Eg) = Eg'
2. ∀ x ∈ G, (f(x))' = f(x')",,0,2.5,0
792,52,1,2 propriétés des morphismes de groupes,"1. f(Eg) = Eg'
2. ∀ x ∈ G, (f(x))' = f(x')",,0,2.5,0
78,19,1,2 propriétés du cardinal des bases,,Maths/Espaces vectoriels de dimension finie/card_base.png,0,2.5,0
709,59,1,2 propriétés du cardinal des bases,,Maths/Espaces vectoriels de dimension finie/card_base.png,0,2.5,0
519,21,1,2 propriétés du rang d'une composée,"Soit u ∈ L(E, F ) et v ∈ L(F, G).
1. Si u et v sont de rang fini alors v ◦ u est de rang fini et vérifie rg (v ◦ u) ≤ min(rg(u), rg(v)).
2. Invariance du rang par composition par un isomorphisme
(a) si u est un isomorphisme et v de rang fini alors v ◦ u est de rang fini et rg (v ◦ u) = rg (v).
(b) si v est un isomorphisme et u de rang fini alors v ◦ u est de rang fini et rg (v ◦ u) = rg (u).",,0,2.5,0
1150,61,1,2 propriétés du rang d'une composée,"Soit u ∈ L(E, F ) et v ∈ L(F, G).
1. Si u et v sont de rang fini alors v ◦ u est de rang fini et vérifie rg (v ◦ u) ≤ min(rg(u), rg(v)).
2. Invariance du rang par composition par un isomorphisme
(a) si u est un isomorphisme et v de rang fini alors v ◦ u est de rang fini et rg (v ◦ u) = rg (v).
(b) si v est un isomorphisme et u de rang fini alors v ◦ u est de rang fini et rg (v ◦ u) = rg (u).",,0,2.5,0
542,22,1,2 propriétés sur le produit avec poly premiers entre eux,"1. Si A et B sont premiers entre eux et divisent C alors AB divise C.
2. Si A et C sont premiers entre eux et si B et C sont premiers entre eux alors AB et C sont
premiers entre eux",,0,2.5,0
1173,62,1,2 propriétés sur le produit avec poly premiers entre eux,"1. Si A et B sont premiers entre eux et divisent C alors AB divise C.
2. Si A et C sont premiers entre eux et si B et C sont premiers entre eux alors AB et C sont
premiers entre eux",,0,2.5,0
480,16,1,2 propriétés sur le produit et des nombres premiers entre eux,"1. Si a et b sont premiers entre eux et si a et b divisent n alors ab divise n.
2. Si a et n sont premiers entre eux et si b et n sont premiers entre eux alors ab et n sont premiers
entre eux.",,0,2.5,0
1111,56,1,2 propriétés sur le produit et des nombres premiers entre eux,"1. Si a et b sont premiers entre eux et si a et b divisent n alors ab divise n.
2. Si a et n sont premiers entre eux et si b et n sont premiers entre eux alors ab et n sont premiers
entre eux.",,0,2.5,0
506,21,1,2 remarques sur les projecteurs,"1. Le seul projecteur de E bijectif est IdE .
2. On peut avoir E = Im u ⊕ Ker u sans que l’endomorphisme u de E ne soit un projecteur.",,0,2.5,0
1137,61,1,2 remarques sur les projecteurs,"1. Le seul projecteur de E bijectif est IdE .
2. On peut avoir E = Im u ⊕ Ker u sans que l’endomorphisme u de E ne soit un projecteur.",,0,2.5,0
66,18,1,2 règles de calcul dans un ev,,Maths/Espaces vectoriels/calcul.png,0,2.5,0
697,58,1,2 règles de calcul dans un ev,,Maths/Espaces vectoriels/calcul.png,0,2.5,0
358,9,1,2 règles de calcul des ensembles,,"Maths/Ensembles,_applications_et_relations_binaires/1785424468.png",0,2.5,0
989,49,1,2 règles de calcul des ensembles,,"Maths/Ensembles,_applications_et_relations_binaires/1785424468.png",0,2.5,0
552,23,1,2 structures de K(X),,Maths/Fractions_rationnelles/1785856272.png,0,2.5,0
1183,63,1,2 structures de K(X),,Maths/Fractions_rationnelles/1785856272.png,0,2.5,0
45,18,1,2 théorèmes d'un sous-espace vectoriel engendré par une partie,,Maths/Espaces vectoriels/th_engendre.png,0,2.5,0
676,58,1,2 théorèmes d'un sous-espace vectoriel engendré par une partie,,Maths/Espaces vectoriels/th_engendre.png,0,2.5,0
120,28,1,2e formule de Bayes,,Maths/Dénombrement et probabilités finies/bayes2.png,0,2.5,0
751,68,1,2e formule de Bayes,,Maths/Dénombrement et probabilités finies/bayes2.png,0,2.5,0
105,27,1,2e propriété d'une forme n-linéaire alternée,,Maths/Déterminants/antisymetrique.png,0,2.5,0
736,67,1,2e propriété d'une forme n-linéaire alternée,,Maths/Déterminants/antisymetrique.png,0,2.5,0
459,14,1,3 caractérisations des matrices inversibles,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767973.png,0,2.5,0
1090,54,1,3 caractérisations des matrices inversibles,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767973.png,0,2.5,0
155,12,1,3 caractéristiques d'un groupe,"1. Il y a unicité du neutre et de l'inverse
2. Tout groupe est composé au moins de l'élément neutre
3. Si la lci est commutative alors le groupe est dit abélien",,0,2.5,0
786,52,1,3 caractéristiques d'un groupe,"1. Il y a unicité du neutre et de l'inverse
2. Tout groupe est composé au moins de l'élément neutre
3. Si la lci est commutative alors le groupe est dit abélien",,0,2.5,0
117,28,1,3 définitions de combinaisons,,Maths/Dénombrement et probabilités finies/def_combi.png,0,2.5,0
748,68,1,3 définitions de combinaisons,,Maths/Dénombrement et probabilités finies/def_combi.png,0,2.5,0
125,20,1,3 opérations sur les DL,,Maths/Analyse asymptotique/operations.png,0,2.5,0
756,60,1,3 opérations sur les DL,,Maths/Analyse asymptotique/operations.png,0,2.5,0
314,4,1,3 propriétés avec les dérivées de fonctions complexes,,Maths/Nombres_complexes/1785337004.png,0,2.5,0
945,44,1,3 propriétés avec les dérivées de fonctions complexes,,Maths/Nombres_complexes/1785337004.png,0,2.5,0
504,21,1,3 propriétés d'un projecteur,,Maths/Applications_linéaires/1785853241.png,0,2.5,0
1135,61,1,3 propriétés d'un projecteur,,Maths/Applications_linéaires/1785853241.png,0,2.5,0
217,29,1,3 propriétés d'une projection orthogonale,"Si F est un sous-espace vectoriel de E de dimension finie alors :
1. on peut définir la projection sur F parallèlement à F ⊥ ;
2. cette projection est appelée projection orthogonale sur F et souvent notée pF ;
3. pour tout x de E, pF (x) est appelé projeté orthogonal de x sur F ",,0,2.5,0
848,69,1,3 propriétés d'une projection orthogonale,"Si F est un sous-espace vectoriel de E de dimension finie alors :
1. on peut définir la projection sur F parallèlement à F ⊥ ;
2. cette projection est appelée projection orthogonale sur F et souvent notée pF ;
3. pour tout x de E, pF (x) est appelé projeté orthogonal de x sur F ",,0,2.5,0
508,21,1,3 propriétés d'une symétrie,,Maths/Applications_linéaires/1785853420.png,0,2.5,0
1139,61,1,3 propriétés d'une symétrie,,Maths/Applications_linéaires/1785853420.png,0,2.5,0
326,4,1,3 propriétés de l'exponentielle complexe,,Maths/Nombres_complexes/1785338087.png,0,2.5,0
957,44,1,3 propriétés de l'exponentielle complexe,,Maths/Nombres_complexes/1785338087.png,0,2.5,0
240,1,1,3 propriétés de la congruence,"La relation ≡ est une relation d’équivalence sur R.
1. Pour tout réel x, on a : x ≡ x [2π].    (réflexivité)
2. Pour tout couple de réels (x, y) tel que x ≡ y [2π], on a : y ≡ x [2π]    (symétrie)
3. Pour tout triplet de réels (x, y, z) tel que x ≡ y [2π] et y ≡ z [2π], on a : x ≡ z [2π].      (transitivité)",,0,2.5,0
878,41,1,3 propriétés de la congruence,"La relation ≡ est une relation d’équivalence sur R.
1. Pour tout réel x, on a : x ≡ x [2π].    (réflexivité)
2. Pour tout couple de réels (x, y) tel que x ≡ y [2π], on a : y ≡ x [2π]    (symétrie)
3. Pour tout triplet de réels (x, y, z) tel que x ≡ y [2π] et y ≡ z [2π], on a : x ≡ z [2π].      (transitivité)",,0,2.5,0
205,29,1,3 propriétés de la norme,"1. ∀x ∈ E, ∥x∥ = 0 ⇒ x = 0E  (séparation)
2. ∀x ∈ E, ∀λ ∈ R, ∥λx∥ = |λ| ∥x∥  (homogénéité)
3. ∀(x, y) ∈ E2, ∥x + y∥ ≤ ∥x∥ + ∥y∥  (inégalité triangulaire)",,0,2.5,0
836,69,1,3 propriétés de la norme,"1. ∀x ∈ E, ∥x∥ = 0 ⇒ x = 0E  (séparation)
2. ∀x ∈ E, ∀λ ∈ R, ∥λx∥ = |λ| ∥x∥  (homogénéité)
3. ∀(x, y) ∈ E2, ∥x + y∥ ≤ ∥x∥ + ∥y∥  (inégalité triangulaire)",,0,2.5,0
254,2,1,3 propriétés de la valeur absolu d'un réel,,Maths/Inégalités_et_fonctions/1785250341.png,0,2.5,0
885,42,1,3 propriétés de la valeur absolu d'un réel,,Maths/Inégalités_et_fonctions/1785250341.png,0,2.5,0
108,28,1,3 propriétés des combinaisons/listes....,,Maths/Dénombrement et probabilités finies/prop_combi.png,0,2.5,0
739,68,1,3 propriétés des combinaisons/listes....,,Maths/Dénombrement et probabilités finies/prop_combi.png,0,2.5,0
286,3,1,3 propriétés du coefficient binomial,,Maths/Calcul_algébrique/1785253911.png,0,2.5,0
917,43,1,3 propriétés du coefficient binomial,,Maths/Calcul_algébrique/1785253911.png,0,2.5,0
92,27,1,3 propriétés du déterminant,,Maths/Déterminants/prop_det.png,0,2.5,0
723,67,1,3 propriétés du déterminant,,Maths/Déterminants/prop_det.png,0,2.5,0
170,12,1,3 remarques sur les anneaux,"1. Il y a unicité de l'élément neutre pour T 
2. Si T commutative alors A est un anneau commutatif
3. Si les lois sont + et × alors leurs neutres sont notés 0<sub>A<sub> et 1<sub>A<sub>",,0,2.5,0
801,52,1,3 remarques sur les anneaux,"1. Il y a unicité de l'élément neutre pour T 
2. Si T commutative alors A est un anneau commutatif
3. Si les lois sont + et × alors leurs neutres sont notés 0<sub>A<sub> et 1<sub>A<sub>",,0,2.5,0
282,3,1,3 sommes usuelles incontournables,,Maths/Calcul_algébrique/1785253568.png,0,2.5,0
913,43,1,3 sommes usuelles incontournables,,Maths/Calcul_algébrique/1785253568.png,0,2.5,0
93,27,1,3e propriété d'une forme n-linéaire alternée,,Maths/Déterminants/permutation.png,0,2.5,0
724,67,1,3e propriété d'une forme n-linéaire alternée,,Maths/Déterminants/permutation.png,0,2.5,0
309,4,1,"4 ""angles moitiés"" (demander Louis)",,Maths/Nombres_complexes/1785336455.png,0,2.5,0
940,44,1,"4 ""angles moitiés"" (demander Louis)",,Maths/Nombres_complexes/1785336455.png,0,2.5,0
86,29,1,4 exemples usuels à connaître ,,Maths/Espaces préhilbertiens réels/ex_usuels.png,0,2.5,0
717,69,1,4 exemples usuels à connaître ,,Maths/Espaces préhilbertiens réels/ex_usuels.png,0,2.5,0
453,14,1,4 matrices particulières,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767602.png,0,2.5,0
1084,54,1,4 matrices particulières,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767602.png,0,2.5,0
595,32,1,4 opérations sur les applications de classe C(1),"1. La combinaison linéaire de fonctions de classe C1 sur un ouvert de R2 à valeurs dans R est de
classe C1.
2. Le produit de fonctions de classe C1 sur un ouvert de R2 à valeurs dans R est de classe C1.
3. L’inverse d’une fonction de classe C1 sur un ouvert de R2 à valeurs dans R∗ est de classe C1.
4. La composée, à gauche ou à droite, d’une fonction de classe C1 sur un ouvert de R2 à valeurs dans
R par une fonction de classe C1 est de classe C1. (preuve avec la règle de la chaîne vue au II).",,0,2.5,0
1226,72,1,4 opérations sur les applications de classe C(1),"1. La combinaison linéaire de fonctions de classe C1 sur un ouvert de R2 à valeurs dans R est de
classe C1.
2. Le produit de fonctions de classe C1 sur un ouvert de R2 à valeurs dans R est de classe C1.
3. L’inverse d’une fonction de classe C1 sur un ouvert de R2 à valeurs dans R∗ est de classe C1.
4. La composée, à gauche ou à droite, d’une fonction de classe C1 sur un ouvert de R2 à valeurs dans
R par une fonction de classe C1 est de classe C1. (preuve avec la règle de la chaîne vue au II).",,0,2.5,0
590,31,1,4 propriétés d'un ouvert ,,Maths/Fonctions_convexes/1785859230.png,0,2.5,0
1221,71,1,4 propriétés d'un ouvert ,,Maths/Fonctions_convexes/1785859230.png,0,2.5,0
5,30,1,4 propriétés de l'espérance,,Maths/prop_espe.png,0,2.5,0
636,70,1,4 propriétés de l'espérance,,Maths/prop_espe.png,0,2.5,0
303,4,1,4 propriétés du module,,Maths/Nombres_complexes/1785336060.png,0,2.5,0
934,44,1,4 propriétés du module,,Maths/Nombres_complexes/1785336060.png,0,2.5,0
38,1,1,5 formules de cosinus et sinus,,Maths/Trigonométrie/1784298957.png,0,2.5,0
669,41,1,5 formules de cosinus et sinus,,Maths/Trigonométrie/1784298957.png,0,2.5,0
425,13,1,5 opérations sur les fonctions continues en un point,"1. Si f et g sont continues en a et (λ, μ) est un couple de réels alors λf + μg est continue en a.
2. Si f et g sont continues en a alors f g est continue en a.
3. Si f et g sont continues en a et si g ne s’annule pas au voisinage de a alors f/g est continue en a.
4. Soit f une fonction définie sur I et à valeurs réelles tel que, pour tout x de I, f (x) appartient à J.
Soit g une fonction définie sur J et à valeurs réelles.
Soit a un réel de I.
Si f est continue en a et si g est continue en f (a) alors g ◦ f est continue en a.",,0,2.5,0
1056,53,1,5 opérations sur les fonctions continues en un point,"1. Si f et g sont continues en a et (λ, μ) est un couple de réels alors λf + μg est continue en a.
2. Si f et g sont continues en a alors f g est continue en a.
3. Si f et g sont continues en a et si g ne s’annule pas au voisinage de a alors f/g est continue en a.
4. Soit f une fonction définie sur I et à valeurs réelles tel que, pour tout x de I, f (x) appartient à J.
Soit g une fonction définie sur J et à valeurs réelles.
Soit a un réel de I.
Si f est continue en a et si g est continue en f (a) alors g ◦ f est continue en a.",,0,2.5,0
491,16,1,5 propriétés de la congruence,"1. x ≡ x [n] (réflexivité)
2. si x ≡ y [n] alors y ≡ x [n] (symétrie)
3. si x ≡ y [n] et y ≡ z [n] alors x ≡ z [n] (transitivité)
4. Si x ≡ y [n] et z ≡ t [n] alors x + z ≡ y + t [n] . (compatibilité avec l’addition)
5. Si x ≡ y [n] et z ≡ t [n] alors xz ≡ yt [n] . (compatibilité avec la multiplication)",,0,2.5,0
1122,56,1,5 propriétés de la congruence,"1. x ≡ x [n] (réflexivité)
2. si x ≡ y [n] alors y ≡ x [n] (symétrie)
3. si x ≡ y [n] et y ≡ z [n] alors x ≡ z [n] (transitivité)
4. Si x ≡ y [n] et z ≡ t [n] alors x + z ≡ y + t [n] . (compatibilité avec l’addition)
5. Si x ≡ y [n] et z ≡ t [n] alors xz ≡ yt [n] . (compatibilité avec la multiplication)",,0,2.5,0
107,28,1,5 propriétés des probabilités,,Maths/Dénombrement et probabilités finies/prop_proba.png,0,2.5,0
738,68,1,5 propriétés des probabilités,,Maths/Dénombrement et probabilités finies/prop_proba.png,0,2.5,0
91,27,1,5 propriétés du déterminant des matrices,,Maths/Déterminants/prop_det_carree.png,0,2.5,0
722,67,1,5 propriétés du déterminant des matrices,,Maths/Déterminants/prop_det_carree.png,0,2.5,0
494,21,1,5 types d'application,"1. Une application u de E dans F est dite application linéaire de E dans F si :
∀(λ, μ) ∈ K2, ∀(x, y) ∈ E2, u(λx + μy) = λu(x) + μu(y).
2. Les applications linéaires de E dans F constituent L(E, F ).
3. Les applications linéaires bijectives de E dans F sont dites isomorphismes de E sur F .
4. Les applications linéaires de E dans E sont dites endomorphismes de E et constituent L(E).
5. Les endomorphismes bijectifs de E sont dits automorphismes de E et constituent GL(E).",,0,2.5,0
1125,61,1,5 types d'application,"1. Une application u de E dans F est dite application linéaire de E dans F si :
∀(λ, μ) ∈ K2, ∀(x, y) ∈ E2, u(λx + μy) = λu(x) + μu(y).
2. Les applications linéaires de E dans F constituent L(E, F ).
3. Les applications linéaires bijectives de E dans F sont dites isomorphismes de E sur F .
4. Les applications linéaires de E dans E sont dites endomorphismes de E et constituent L(E).
5. Les endomorphismes bijectifs de E sont dits automorphismes de E et constituent GL(E).",,0,2.5,0
301,4,1,6 propriétés de la conjugaison d'un nombre complexe,,Maths/Nombres_complexes/1785335919.png,0,2.5,0
932,44,1,6 propriétés de la conjugaison d'un nombre complexe,,Maths/Nombres_complexes/1785335919.png,0,2.5,0
464,16,1,6 propriétés immédiates,,Maths/Arithmétique_sur_Z/1785768391.png,0,2.5,0
1095,56,1,6 propriétés immédiates,,Maths/Arithmétique_sur_Z/1785768391.png,0,2.5,0
501,21,1,Action d'une application linéaire sur une base,,Maths/Applications_linéaires/1785853014.png,0,2.5,0
1132,61,1,Action d'une application linéaire sur une base,,Maths/Applications_linéaires/1785853014.png,0,2.5,0
383,10,1,Addition sur les limites,,Maths/Suites_numériques/1785436170.png,0,2.5,0
1014,50,1,Addition sur les limites,,Maths/Suites_numériques/1785436170.png,0,2.5,0
469,16,1,Algorithme d'Euclide,,Maths/Arithmétique_sur_Z/1785768688.png,0,2.5,0
534,22,1,Algorithme d'Euclide,,Maths/Arithmétique_des_polynômes/1785855190.png,0,2.5,0
1100,56,1,Algorithme d'Euclide,,Maths/Arithmétique_sur_Z/1785768688.png,0,2.5,0
1165,62,1,Algorithme d'Euclide,,Maths/Arithmétique_des_polynômes/1785855190.png,0,2.5,0
83,19,1,Algorithme de construction de base,,Maths/Espaces vectoriels de dimension finie/algo_constru.png,0,2.5,0
714,59,1,Algorithme de construction de base,,Maths/Espaces vectoriels de dimension finie/algo_constru.png,0,2.5,0
329,6,1,Application au calcul d’intégrales sur un segment,,Maths/Calculs_de_primitives/1785338444.png,0,2.5,0
960,46,1,Application au calcul d’intégrales sur un segment,,Maths/Calculs_de_primitives/1785338444.png,0,2.5,0
606,32,1,Application géométrique de la règle de la chaîne,,Maths/Fonctions_de_deux_variables/1785940681.png,0,2.5,0
1237,72,1,Application géométrique de la règle de la chaîne,,Maths/Fonctions_de_deux_variables/1785940681.png,0,2.5,0
349,8,1,Approximations décimales d’un réel,,Maths/Compléments_sur_les_réels/1785423981.png,0,2.5,0
980,48,1,Approximations décimales d’un réel,,Maths/Compléments_sur_les_réels/1785423981.png,0,2.5,0
192,17,1,A|B et B|A,ssi ∃ λ ∈ K∗ tel que A = λB,,0,2.5,0
823,57,1,A|B et B|A,ssi ∃ λ ∈ K∗ tel que A = λB,,0,2.5,0
510,21,1,Bijectivité des symétries,Toute symétrie s de E est un automorphisme de E dont la bijection réciproque est s.,,0,2.5,0
1141,61,1,Bijectivité des symétries,Toute symétrie s de E est un automorphisme de E dont la bijection réciproque est s.,,0,2.5,0
87,29,1,Calcul de coordonées d'un vecteur dans une base orthonormale,,Maths/Espaces préhilbertiens réels/co_vect.png,0,2.5,0
718,69,1,Calcul de coordonées d'un vecteur dans une base orthonormale,,Maths/Espaces préhilbertiens réels/co_vect.png,0,2.5,0
280,3,1,Calcul par paquets sur sommes et produits finis,,Maths/Calcul_algébrique/1785253456.png,0,2.5,0
911,43,1,Calcul par paquets sur sommes et produits finis,,Maths/Calcul_algébrique/1785253456.png,0,2.5,0
505,21,1,Caractérisation algébrique d'un projecteur,,Maths/Applications_linéaires/1785853259.png,0,2.5,0
1136,61,1,Caractérisation algébrique d'un projecteur,,Maths/Applications_linéaires/1785853259.png,0,2.5,0
159,12,1,Caractérisation alternative d'un sous-groupe,"H ≠ 0 et ∀ (x,y) ∈ H, x ★ y' ∈ H",,0,2.5,0
790,52,1,Caractérisation alternative d'un sous-groupe,"H ≠ 0 et ∀ (x,y) ∈ H, x ★ y' ∈ H",,0,2.5,0
515,21,1,Caractérisation d'espaces vectoriels isomorphes,"Si E est de dimension finie alors F est isomorphe à E si, et seulement si, E et F ont même dimension.",,0,2.5,0
1146,61,1,Caractérisation d'espaces vectoriels isomorphes,"Si E est de dimension finie alors F est isomorphe à E si, et seulement si, E et F ont même dimension.",,0,2.5,0
524,21,1,Caractérisation d'un hyperplan,"Soit H un sous-espace vectoriel de E.
H est un hyperplan de E si, et seulement si, H est supplémentaire d’une droite de E.",,0,2.5,0
1155,61,1,Caractérisation d'un hyperplan,"Soit H un sous-espace vectoriel de E.
H est un hyperplan de E si, et seulement si, H est supplémentaire d’une droite de E.",,0,2.5,0
525,21,1,Caractérisation d'un hyperplan avec la dimension ,"Un sous-espace vectoriel H de E est un hyperplan de E si, et seulement si, dim(H) = dim(E) − 1.",,0,2.5,0
1156,61,1,Caractérisation d'un hyperplan avec la dimension ,"Un sous-espace vectoriel H de E est un hyperplan de E si, et seulement si, dim(H) = dim(E) − 1.",,0,2.5,0
61,18,1,Caractérisation d'un sous-espace vectoriel,,Maths/Espaces vectoriels/cara_sev.png,0,2.5,0
692,58,1,Caractérisation d'un sous-espace vectoriel,,Maths/Espaces vectoriels/cara_sev.png,0,2.5,0
63,18,1,Caractérisation d'un sous-espace vectoriel engendré par une partie,,Maths/Espaces vectoriels/cara_engendre.png,0,2.5,0
694,58,1,Caractérisation d'un sous-espace vectoriel engendré par une partie,,Maths/Espaces vectoriels/cara_engendre.png,0,2.5,0
158,12,1,Caractérisation d'un sous-groupe,"1. H ≠ 0 
2. ∀ (x,y) ∈ H, x ★ y ∈ H (stable par composition)
3. ∀ x ∈ H, x' ∈ H avec x' inverse de x dans le groupe G (stable par passage à l'inverse)",,0,2.5,0
789,52,1,Caractérisation d'un sous-groupe,"1. H ≠ 0 
2. ∀ (x,y) ∈ H, x ★ y ∈ H (stable par composition)
3. ∀ x ∈ H, x' ∈ H avec x' inverse de x dans le groupe G (stable par passage à l'inverse)",,0,2.5,0
64,18,1,Caractérisation d'une somme directe,,Maths/Espaces vectoriels/cara_directe.png,0,2.5,0
695,58,1,Caractérisation d'une somme directe,,Maths/Espaces vectoriels/cara_directe.png,0,2.5,0
509,21,1,Caractérisation d'une symétrie,,Maths/Applications_linéaires/1785853487.png,0,2.5,0
1140,61,1,Caractérisation d'une symétrie,,Maths/Applications_linéaires/1785853487.png,0,2.5,0
357,9,1,Caractérisation de deux ensembles égaux,"Deux ensembles E et F sont égaux si, et seulement si, E ⊂ F et F ⊂ E.",,0,2.5,0
988,49,1,Caractérisation de deux ensembles égaux,"Deux ensembles E et F sont égaux si, et seulement si, E ⊂ F et F ⊂ E.",,0,2.5,0
268,2,1,Caractérisation de fonctions monotones,"1. f est croissante sur I si, et seulement si, pour tout x de I, f ′(x) ≥ 0.
2. f est décroissante sur I si, et seulement si, pour tout x de I, f ′(x) ≤ 0.",,0,2.5,0
899,42,1,Caractérisation de fonctions monotones,"1. f est croissante sur I si, et seulement si, pour tout x de I, f ′(x) ≥ 0.
2. f est décroissante sur I si, et seulement si, pour tout x de I, f ′(x) ≤ 0.",,0,2.5,0
269,2,1,Caractérisation de fonctions strictement monotones,,Maths/Inégalités_et_fonctions/1785251805.png,0,2.5,0
900,42,1,Caractérisation de fonctions strictement monotones,,Maths/Inégalités_et_fonctions/1785251805.png,0,2.5,0
